inat2024_fsd50k
Abavorana luctuosa
Atlapetes albiceps
Atlapetes albinucha
Atlapetes albofrenatus
Atlapetes canigenis
Atlapetes citrinellus
Atlapetes crassus
Atlapetes flaviceps
Atlapetes forbesi
Atlapetes fulviceps
Atlapetes fuscoolivaceus
Atlapetes latinuchus
Atlapetes leucopis
Atlapetes leucopterus
Atlapetes luteoviridis
Atlapetes melanocephalus
Atlapetes melanolaemus
Atlapetes melanopsis
Atlapetes nationi
Atlapetes pallidiceps
Atlapetes pallidinucha
Atlapetes personatus
Atlapetes pileatus
Atlapetes rufigenis
Atlapetes rufinucha
Atlapetes schistaceus
Atlapetes seebohmi
Atlapetes semirufus
Atlapetes tibialis
Atlapetes tricolor
Atrapsalta audax
Atrapsalta collina
Atrapsalta corticina
Atrapsalta dolens
Atrapsalta encaustica
Atrapsalta furcilla
Atrapsalta fuscata
Atrichornis clamosus
Atrichornis rufescens
Atronanus fuliginosus
Atta texana
Attagis gayi
Attagis malouinus
Atticora fasciata
Atticora pileata
Atticora tibialis
Attila bolivianus
Attila cinnamomeus
Attila citriniventris
Attila phoenicurus
Attila rufus
Attila spadiceus
Attila torridus
Augastes lumachella
Augastes scutatus
Aulacobothrus taeniatus
Aulacocyclus edentulus
Aulacorhynchus albivitta
Aulacorhynchus coeruleicinctis
Aulacorhynchus derbianus
Aulacorhynchus haematopygus
Aulacorhynchus huallagae
Aulacorhynchus prasinus
Aulacorhynchus sulcatus
Aulacorhynchus whitelianus
Auriparus flaviceps
Auritibicen bihamatus
Auritibicen esakii
Auritibicen flammatus
Auritibicen jai
Auritibicen japonicus
Auritibicen kyushyuensis
Auritibicen tsaopaonensis
Auscala flammea
Auscala spinosa
Austrochaperina adelphe
Austrochaperina fryi
Austrochaperina gracilipes
Austrochaperina pluvialis
Austrochaperina robusta
Austrosalomona falcata
Austrosalomona personafrons
Automolus cervinigularis
Automolus exsertus
Automolus infuscatus
Automolus lammi
Automolus leucophthalmus
Automolus melanopezus
Automolus ochrolaemus
Automolus paraensis
Automolus rufipileatus
Automolus subulatus
Automolus virgatus
Aviceda cuculoides
Aviceda jerdoni
Aviceda leuphotes
Aviceda madagascariensis
Aviceda subcristata
Avocettula recurvirostris
Axis axis
Axis porcinus
Axylus philippinus
Ayesha serva
Aythya affinis
Aythya americana
Aythya australis
Aythya collaris
Aythya ferina
Aythya fuligula
Aythya marila
Aythya novaeseelandiae
Aythya nyroca
Aythya valisineria
Babyrousa babyrussa
Bactrododema tiaratum
Baeolophus atricristatus
Baeolophus bicolor
Baeolophus inornatus
Baeolophus ridgwayi
Baeolophus wollweberi
Baeopogon clamans
Baeopogon indicator
Baetica ustulata
Balaena mysticetus
Balaeniceps rex
Balaenoptera physalus
Balearica pavonina
Balearica regulorum
Bambusicola fytchii
Bambusicola sonorivox
Bambusicola thoracicus
Bangsia arcaei
Bangsia aureocincta
Bangsia edwardsi
Bangsia flavovirens
Bangsia melanochlamys
Bangsia rothschildi
Banza kauaiensis
Banza nitida
Baratia sari
Barbitistes alpinus
Barbitistes constrictus
Barbitistes fischeri
Barbitistes kaltenbachi
Barbitistes obtusus
Barbitistes ocskayi
Barbitistes serricauda
Barbitistes vicetinus
Barbitistes yersini
Bark
Barnardius zonarius
Bartramia longicauda
Barycholos ternetzi
Baryphthengus martii
Baryphthengus ruficapillus
Basileuterus belli
Basileuterus culicivorus
Basileuterus delattrii
Basileuterus ignotus
Basileuterus lachrymosus
Basileuterus melanogenys
Basileuterus melanotis
Basileuterus punctipectus
Basileuterus rufifrons
Basileuterus tacarcunae
Basileuterus trifasciatus
Basileuterus tristriatus
Basilinna leucotis
Basilinna xantusii
Basilornis celebensis
Basilornis corythaix
Basilornis galeatus
Bass_drum
Bass_guitar
Bassariscus astutus
Bassariscus sumichrasti
Batara cinerea
Bathmocercus cerviniventris
Bathmocercus rufus
Bathtub_(filling_or_washing)
Batis capensis
Batis crypta
Batis diops
Batis erlangeri
Batis fratrum
Batis ituriensis
Batis margaritae
Batis minima
Batis minor
Batis minulla
Batis mixta
Batis molitor
Batis occulta
Batis orientalis
Batis perkeo
Batis poensis
Batis pririt
Batis senegalensis
Batis soror
Batocera rubus
Batocera rufomaculata
Batrachostomus affinis
Batrachostomus auritus
Batrachostomus chaseni
Batrachostomus cornutus
Batrachostomus harterti
Batrachostomus hodgsoni
Batrachostomus javensis
Batrachostomus mixtus
Batrachostomus moniliger
Batrachostomus poliolophus
Batrachostomus septimus
Batrachostomus stellatus
Batrachyla antartandica
Batrachyla leptopus
Batrachyla taeniata
Beameria ansercollis
Beameria venosa
Beameria wheeleri
Bell
Belocephalus subapterus
Berberigetta dimelodica
Berenicornis comatus
Berlepschia rikeri
Bernieria madagascariensis
Bias musicus
Biatas nigropectus
Bicolorana bicolor
Bicolorana kraussi
Bicycle
Bicycle_bell
Birrima castanea
Birrima varians
Bison bison
Bison bonasus
Biziura lobata
Blarina brevicauda
Bleda canicapillus
Bleda eximius
Bleda notatus
Bleda syndactylus
Bleda ugandae
Blythipicus pyrrhotis
Blythipicus rubiginosus
Boa imperator
Boana albomarginata
Boana albopunctata
Boana bischoffi
Boana boans
Boana buriti
Boana calcarata
Boana cinerascens
Boana cipoensis
Boana cordobae
Boana crepitans
Boana dentei
Boana diabolica
Boana exastis
Boana faber
Boana fasciata
Boana freicanecae
Boana geographica
Boana guentheri
Boana heilprini
Boana jimenezi
Boana joaquini
Boana lanciformis
Boana lemai
Boana lundii
Boana multifasciata
Boana ornatissima
Boana pardalis
Boana platanera
Boana poaju
Boana polytaenia
Boana prasina
Boana pugnax
Boana pulchella
Boana punctata
Boana raniceps
Boana riojana
Boana rosenbergi
Boana rufitela
Boana semilineata
Boana sibleszi
Boana wavrini
Boat_and_Water_vehicle
Bocagia minuta
Boiling
Boissonneaua flavescens
Boissonneaua jardini
Boissonneaua matthewsii
Bokermannohyla astartea
Bokermannohyla circumdata
Bokermannohyla hylax
Bokermannohyla pseudopseudis
Bokermannohyla sapiranga
Bolbelasmus hornii
Bolbelasmus unicornis
Bolbopsittacus lunulatus
Bolborhynchus ferrugineifrons
Bolborhynchus lineola
Bolborhynchus orbygnesius
Bolemoreus frenatus
Bolemoreus hindwoodi
Bombina bombina
Bombina maxima
Bombina microdeladigitora
Bombina orientalis
Bombina variegata
Bombus bimaculatus
Bombus borealis
Bombus crotchii
Bombus fervidus
Bombus griseocollis
Bombus huntii
Bombus impatiens
Bombus lapidarius
Bombus melanopygus
Bombus mixtus
Bombus occidentalis
Bombus pascuorum
Bombus perplexus
Bombus pratorum
Bombus robustus
Bombus ternarius
Bombus terrestris
Bombus wilmattae
Bombycilla cedrorum
Bombycilla garrulus
Bombycilla japonica
Bombylius cruciatus
Bombylius major
Bonasa umbellus
Boom
Bootettix argentatus
Boreorana sylvatica
Borneopsis cryptosticta
Bos bison
Bos frontalis
Bos grunniens
Bos javanicus
Bos mutus
Bos taurus
Boselaphus tragocamelus
Bostrychia bocagei
Bostrychia carunculata
Bostrychia hagedash
Bostrychia olivacea
Bostrychia rara
Botaurus cinnamomeus
Botaurus dubius
Botaurus eurhythmus
Botaurus exilis
Botaurus flavicollis
Botaurus involucris
Botaurus lentiginosus
Botaurus minutus
Botaurus pinnatus
Botaurus poiciloptilus
Botaurus sinensis
Botaurus stellaris
Botaurus sturmii
Boulenophrys binchuanensis
Boulenophrys brachykolos
Boulenophrys jinggangensis
Boulenophrys nanlingensis
Bowed_string_instrument
Brachinus sclopeta
Brachycephalus hermogenesi
Brachycephalus rotenbergae
Brachycephalus sulfuratus
Brachycope anomala
Brachycrotaphus tryxalicerus
Brachygalba albogularis
Brachygalba goeringi
Brachygalba lugubris
Brachygalba salmoni
Brachygenys californiensis
Brachypremna dispellens
Brachypteracias leptosomus
Brachypteryx cruralis
Brachypteryx erythrogyna
Brachypteryx floris
Brachypteryx goodfellowi
Brachypteryx hyperythra
Brachypteryx leucophris
Brachypteryx montana
Brachypteryx sinensis
Brachyramphus marmoratus
Brachystola magna
Brachyteles arachnoides
Brachyteles hypoxanthus
Brachytrupes megacephalus
Bradornis comitatus
Bradornis mariquensis
Bradornis microrhynchus
Bradyporus avanos
Bradyporus conophallus
Bradyporus dasypus
Bradyporus latipes
Bradyporus macrogaster
Bradyporus oniscus
Bradyporus skopjensis
Bradyporus sureyai
Bradyporus toros
Bradypterus baboecala
Bradypterus bangwaensis
Bradypterus barratti
Bradypterus brunneus
Bradypterus carpalis
Bradypterus centralis
Bradypterus cinnamomeus
Bradypterus grandis
Bradypterus graueri
Bradypterus lopezi
Bradypterus seebohmi
Bradypterus sylvaticus
Bradypus variegatus
Branta bernicla
Branta canadensis
Branta hutchinsii
Branta leucopsis
Branta ruficollis
Branta sandvicensis
Brass_instrument
Breathing
Breviceps acutirostris
Breviceps adspersus
Breviceps fuscus
Breviceps gibbosus
Breviceps montanus
Breviceps mossambicus
Breviceps namaquensis
Breviceps passmorei
Breviceps pentheri
Breviceps poweri
Breviceps rosei
Breviceps sopranus
Breviceps verrucosus
Brotogeris chiriri
Brotogeris chrysoptera
Brotogeris cyanoptera
Brotogeris jugularis
Brotogeris pyrrhoptera
Brotogeris sanctithomae
Brotogeris tirica
Brotogeris versicolurus
Broughtonia arnoldi
Broughtonia domogledi
Bruneria brunnea
Brunhilda charmosyna
Brunhilda erythronotos
Bryodema gebleri
Bryodema luctuosum
Bryodemella holdereri
Bryodemella orientalis
Bryodemella tuberculata
Bubalornis albirostris
Bubalornis niger
Bubalus bubalis
Bubalus quarlesi
Bubo africanus
Bubo ascalaphus
Bubo bengalensis
Bubo bubo
Bubo capensis
Bubo cinerascens
Bubo magellanicus
Bubo milesi
Bubo scandiacus
Bubo virginianus
Bucanetes githagineus
Bucanetes mongolicus
Buccanodon duchaillui
Bucco capensis
Bucco macrodactylus
Bucco noanamae
Bucco tamatia
Bucephala albeola
Bucephala clangula
Bucephala islandica
Bucephaloptera bucephala
Buceros bicornis
Buceros hydrocorax
Buceros rhinoceros
Bucorvus abyssinicus
Bucorvus leadbeateri
Bucrates malivolans
Bucrates weissmani
Budorcas taxicolor
Buergeria buergeri
Buergeria choui
Buergeria otai
Buergeria robusta
Bufo bufo
Bufo formosus
Bufo gargarizans
Bufo praetextatus
Bufo sachalinensis
Bufo spinosus
Bufotes boulengeri
Bufotes cypriensis
Bufotes luristanicus
Bufotes oblongus
Bufotes pewzowi
Bufotes pseudoraddei
Bufotes viridis
Bugeranus carunculatus
Bullacris unicolor
Bulweria bulwerii
Buphagus africanus
Buphagus erythroryncha
Buprestis lyrata
Burbunga gilmorei
Burbunga hillieri
Burbunga parva
Burbunga queenslandica
Burcus tarnis
Burhinus capensis
Burhinus grallarius
Burhinus indicus
Burhinus oedicnemus
Burhinus senegalensis
Burhinus vermiculatus
Burping_and_eructation
Bus
Busarellus nigricollis
Butastur indicus
Butastur liventer
Butastur rufipennis
Butastur teesa
Buteo albigula
Buteo albonotatus
Buteo augur
Buteo auguralis
Buteo brachypterus
Buteo brachyurus
Buteo buteo
Buteo galapagoensis
Buteo hemilasius
Buteo jamaicensis
Buteo japonicus
Buteo lagopus
Buteo lineatus
Buteo nitidus
Buteo oreophilus
Buteo plagiatus
Buteo platypterus
Buteo refectus
Buteo regalis
Buteo ridgwayi
Buteo rufinus
Buteo rufofuscus
Buteo socotraensis
Buteo solitarius
Buteo swainsoni
Buteo trizonatus
Buteo ventralis
Buteogallus aequinoctialis
Buteogallus anthracinus
Buteogallus coronatus
Buteogallus gundlachii
Buteogallus lacernulatus
Buteogallus meridionalis
Buteogallus schistaceus
Buteogallus solitarius
Buteogallus urubitinga
Buthraupis montana
Butorides striata
Butorides virescens
Buzz
Bycanistes albotibialis
Bycanistes brevis
Bycanistes bucinator
Bycanistes cylindricus
Bycanistes fistulator
Bycanistes subcylindricus
Cacama californica
Cacama crepitans
Cacama dissimilis
Cacama moorei
Cacama valvata
Cacatua alba
Cacatua ducorpsii
Cacatua galerita
Cacatua goffiniana
Cacatua haematuropygia
Cacatua leadbeateri
Cacatua moluccensis
Cacatua ophthalmica
Cacatua pastinator
Cacatua sanguinea
Cacatua sulphurea
Cacatua tenuirostris
Cacicus cela
Cacicus chrysonotus
Cacicus chrysopterus
Cacicus haemorrhous
Cacicus koepckeae
Cacicus latirostris
Cacicus oseryi
Cacicus sclateri
Cacicus solitarius
Cacicus uropygialis
Cacomantis aeruginosus
Cacomantis castaneiventris
Cacomantis flabelliformis
Cacomantis merulinus
Cacomantis passerinus
Cacomantis sepulcralis
Cacomantis sonneratii
Cacomantis variolosus
Cacopsylla pyri
Cacosternum aggestum
Cacosternum australis
Cacosternum boettgeri
Cacosternum capense
Cacosternum cederbergense
Cacosternum karooicum
Cacosternum namaquense
Cacosternum nanum
Cacosternum parvum
Cacosternum platys
Cacosternum rhythmum
Cacosternum striatum
Cacosternum thorini
Cadeguala occidentalis
Caedicia noctivaga
Caedicia simplex
Caiman crocodilus
Caiman latirostris
Cairina moschata
Calamanthus campestris
Calamanthus fuliginosus
Calamanthus montanellus
Calamonastes fasciolatus
Calamonastes simplex
Calamonastes stierlingi
Calamonastes undosus
Calamonastides gracilirostris
Calamospiza melanocorys
Calandrella acutirostris
Calandrella blanfordi
Calandrella brachydactyla
Calandrella cinerea
Calandrella dukhunensis
Calandrella eremica
Calcarius lapponicus
Calcarius ornatus
Calcarius pictus
Calendulauda africanoides
Calendulauda albescens
Calendulauda burra
Calendulauda erythrochlamys
Calendulauda gilletti
Calendulauda poecilosterna
Calendulauda sabota
Calephorus compressicornis
Calherodius leuconotus
Calicalicus madagascariensis
Calicalicus rufocarpalis
Calidris acuminata
Calidris alba
Calidris alpina
Calidris bairdii
Calidris canutus
Calidris falcinellus
Calidris ferruginea
Calidris fuscicollis
Calidris himantopus
Calidris maritima
Calidris mauri
Calidris melanotos
Calidris minuta
Calidris minutilla
Calidris ptilocnemis
Calidris pugnax
Calidris pusilla
Calidris pygmaea
Calidris ruficollis
Calidris subminuta
Calidris subruficollis
Calidris temminckii
Calidris tenuirostris
Calidris virgata
Caliechthrus leucolophus
Caligavis chrysops
Caligavis obscura
Caligavis subfrenata
Caliginopsalta percola
Callacanthis burtoni
Callaeas cinereus
Callaeas wilsoni
Callibia diana
Callicebus coimbrai
Callicebus melanochir
Callicebus nigrifrons
Callicebus personatus
Callicrania faberi
Callicrania plaxicauda
Callicrania ramburii
Callimedusa tomopterna
Callimico goeldii
Callinectes sapidus
Calliope calliope
Calliope pectardens
Calliope pectoralis
Calliope tschebaiewi
Callipepla californica
Callipepla douglasii
Callipepla gambelii
Callipepla squamata
Calliphlox amethystina
Calliphona alluaudi
Calliphona koenigi
Calliptamus italicus
Callithrix aurita
Callithrix flaviceps
Callithrix geoffroyi
Callithrix jacchus
Callithrix kuhlii
Callithrix penicillata
Callocephalon fimbriatum
Callonetta leucophrys
Callorhinus ursinus
Callosciurus adamsi
Callosciurus caniceps
Callosciurus erythraeus
Callosciurus finlaysonii
Callosciurus inornatus
Callosciurus nigrovittatus
Callosciurus notatus
Callosciurus orestes
Callosciurus prevostii
Callosciurus quinquestriatus
Callospermophilus lateralis
Calochaetes coccineus
Calodactylodes aureus
Caloenas nicobarica
Calonectris borealis
Calonectris diomedea
Calonectris edwardsii
Calonectris leucomelas
Caloperdix oculeus
Caloramphus fuliginosus
Caloramphus hayii
Calothorax lucifer
Calothorax pulcher
Calypte anna
Calypte costae
Calyptocephalella gayi
Calyptocichla serinus
Calyptomena hosii
Calyptomena viridis
Calyptomena whiteheadi
Calyptophilus frugivorus
Calyptophilus tertius
Calyptorhynchus banksii
Calyptorhynchus lathami
Camarhynchus heliobates
Camarhynchus pallidus
Camarhynchus parvulus
Camarhynchus pauper
Camarhynchus psittacula
Camaroptera brachyura
Camaroptera chloronota
Camaroptera harterti
Camaroptera superciliaris
Camelus bactrianus
Camelus dromedarius
Camera
Campephaga flava
Campephaga petiti
Campephaga phoenicea
Campephaga quiscalina
Campephilus gayaquilensis
Campephilus guatemalensis
Campephilus haematogaster
Campephilus leucopogon
Campephilus magellanicus
Campephilus melanoleucos
Campephilus pollens
Campephilus principalis
Campephilus robustus
Campephilus rubricollis
Campethera abingoni
Campethera bennettii
Campethera maculosa
Campethera mombassica
Campethera notata
Campethera nubica
Campethera punctuligera
Campethera scriptoricauda
Campicoloides bifasciatus
Campochaera sloetii
Campocolinus albogularis
Campocolinus coqui
Camponotus confusus
Camptostoma imberbe
Camptostoma obsoletum
Campylopterus calcirupicola
Campylopterus diamantinensis
Campylopterus duidae
Campylopterus ensipennis
Campylopterus falcatus
Campylopterus hemileucurus
Campylopterus hyperythrus
Campylopterus largipennis
Campylopterus phainopeplus
Campylopterus villaviscensio
Campylorhamphus falcularius
Campylorhamphus multostriatus
Campylorhamphus procurvoides
Campylorhamphus pusillus
Campylorhamphus trochilirostris
Campylorhynchus albobrunneus
Campylorhynchus brunneicapillus
Campylorhynchus capistratus
Campylorhynchus chiapensis
Campylorhynchus fasciatus
Campylorhynchus griseus
Campylorhynchus gularis
Campylorhynchus humilis
Campylorhynchus jocosus
Campylorhynchus megalopterus
Campylorhynchus nuchalis
Campylorhynchus rufinucha
Campylorhynchus turdinus
Campylorhynchus yucatanicus
Campylorhynchus zonatus
Canachites canadensis
Canariola emarginata
Canirallus oculeus
Canis aureus
Canis familiaris
Canis latrans
Canis lupaster
Canis lupus
Canis lycaon
Cantareus apertus
Cantorchilus elutus
Cantorchilus griseus
Cantorchilus guarayanus
